/Path;has_COHORT1;has_COHORT2;has_COHORT3;has_COHORT4;has_COHORT5;has_COHORT6;has_COHORT7;has_COHORT8;has_COHORT9;has_COHORT10;conversionsrate/
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
55;0;0;0;1;1;0;0;0;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
8;0;1;1;1;1;0;1;1;1;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
64;0;0;1;1;1;0;0;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
54;0;0;1;1;0;0;1;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
84;0;1;0;1;0;0;0;0;0;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
40;0;0;1;0;0;0;0;1;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
36;0;0;0;1;0;0;0;0;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
70;0;0;1;0;1;0;0;1;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
76;0;1;1;1;1;0;1;0;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
107;0;0;0;0;0;0;1;1;1;0;0
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
30;0;0;0;0;1;0;0;1;1;0;0.01
